Pattern,ErrorRate,CorruptionLevel,num_neurons,param
1,0.0,0.0,100,64
1,0.0,0.2,100,64
2,0.0,0.0,100,64
2,0.02725,0.2,100,64
3,0.0,0.0,100,64
3,0.054233333333333335,0.2,100,64
4,0.0,0.0,100,64
4,0.07877500000000001,0.2,100,64
5,0.0,0.0,100,64
5,0.08376,0.2,100,64
6,0.0008666666666666665,0.0,100,64
6,0.11024999999999999,0.2,100,64
7,0.0006857142857142856,0.0,100,64
7,0.10915714285714287,0.2,100,64
8,0.002075,0.0,100,64
8,0.11180000000000001,0.2,100,64
9,0.0013333333333333333,0.0,100,64
9,0.1313888888888889,0.2,100,64
10,0.0,0.0,100,64
10,0.13289,0.2,100,64
11,0.0,0.0,100,64
11,0.14131818181818182,0.2,100,64
12,0.0005,0.0,100,64
12,0.14484166666666667,0.2,100,64
13,0.0008615384615384617,0.0,100,64
13,0.1549307692307692,0.2,100,64
14,0.0013571428571428573,0.0,100,64
14,0.1593642857142857,0.2,100,64
15,0.0014533333333333334,0.0,100,64
15,0.15175333333333332,0.2,100,64
16,0.0024000000000000002,0.0,100,64
16,0.16524999999999998,0.2,100,64
17,0.0009647058823529411,0.0,100,64
17,0.16681764705882354,0.2,100,64
18,0.0008222222222222222,0.0,100,64
18,0.1660055555555556,0.2,100,64
19,0.0016947368421052634,0.0,100,64
19,0.16574736842105264,0.2,100,64
20,0.00251,0.0,100,64
20,0.17520499999999997,0.2,100,64
21,0.0014095238095238097,0.0,100,64
21,0.17852857142857143,0.2,100,64
22,0.0014454545454545453,0.0,100,64
22,0.1789090909090909,0.2,100,64
23,0.003739130434782608,0.0,100,64
23,0.1806478260869565,0.2,100,64
24,0.0017166666666666667,0.0,100,64
24,0.18467083333333334,0.2,100,64
